Name,Platforms,Country,Language,Handle,Contact_Value,Source_Link,Est_Conversion_Rate,Category,Tier,Notes
Rohan Official,Instagram,India,Tamil,@rohanofficial_tech108,Low ($576),https://platform.com/rohanofficial_tech108,5.35%,Tech,Micro,Mock Data - Ready for Outreach
Tom Gaming,Twitter/X,Canada,English,@tomgaming_professional876,Low ($458),https://platform.com/tomgaming_professional876,5.06%,Professional,Micro,Mock Data - Ready for Outreach
TechProfessional,YouTube,India,Telugu,@techprofessional_professional639,Medium ($2k),https://platform.com/techprofessional_professional639,3.22%,Professional,Mid,Mock Data - Ready for Outreach
Nisha Anjali,YouTube/Instagram,India,Marathi,@nishaanjali_gaming851,Low ($420),https://platform.com/nishaanjali_gaming851,4.7%,Gaming,Micro,Mock Data - Ready for Outreach
Anjali Priya,YouTube,India,Hindi,@anjalipriya_gaming853,Low ($272),https://platform.com/anjalipriya_gaming853,4.73%,Gaming,Micro,Mock Data - Ready for Outreach
ZoneGaming,Twitter/X,India,English,@zonegaming_gaming689,Low ($691),https://platform.com/zonegaming_gaming689,4.25%,Gaming,Micro,Mock Data - Ready for Outreach
World Official,Twitter/X,India,Tamil,@worldofficial_professional161,Low ($592),https://platform.com/worldofficial_professional161,4.62%,Professional,Micro,Mock Data - Ready for Outreach
Rohan Gamer,Twitch,India,Hindi/English,@rohangamer_gaming207,Medium ($4k),https://platform.com/rohangamer_gaming207,2.61%,Gaming,Mid,Mock Data - Ready for Outreach
ArjunTech,YouTube/Instagram,India,Telugu,@arjuntech_tech543,Low ($546),https://platform.com/arjuntech_tech543,5.3%,Tech,Micro,Mock Data - Ready for Outreach
DavidGaming,Twitch,Germany,English,@davidgaming_gaming88,Medium ($4k),https://platform.com/davidgaming_gaming88,2.91%,Gaming,Mid,Mock Data - Ready for Outreach
PriyaGaming,Twitch,India,Hindi/English,@priyagaming_gaming986,Low ($690),https://platform.com/priyagaming_gaming986,4.95%,Gaming,Micro,Mock Data - Ready for Outreach
Gaming Mike,Instagram,Canada,English,@gamingmike_professional686,Medium ($1k),https://platform.com/gamingmike_professional686,2.97%,Professional,Mid,Mock Data - Ready for Outreach
Plays Chris,Instagram,Canada,English,@playschris_tech328,Low ($299),https://platform.com/playschris_tech328,4.61%,Tech,Micro,Mock Data - Ready for Outreach
SnehaGaming,Instagram,India,Tamil,@snehagaming_gaming346,Low ($127),https://platform.com/snehagaming_gaming346,4.53%,Gaming,Micro,Mock Data - Ready for Outreach
Sneha Zone,Twitter/X,India,Tamil,@snehazone_gaming482,Low ($323),https://platform.com/snehazone_gaming482,5.17%,Gaming,Micro,Mock Data - Ready for Outreach
Priya Rahul,Twitch,India,Telugu,@priyarahul_tech723,Medium ($1k),https://platform.com/priyarahul_tech723,3.17%,Tech,Mid,Mock Data - Ready for Outreach
GamingTech,YouTube/Instagram,UK,English,@gamingtech_tech498,Low ($476),https://platform.com/gamingtech_tech498,5.1%,Tech,Micro,Mock Data - Ready for Outreach
Karan Nisha,Twitter/X,India,Telugu,@karannisha_tech159,Low ($798),https://platform.com/karannisha_tech159,4.51%,Tech,Micro,Mock Data - Ready for Outreach
Tech Karan,Twitch,India,Telugu,@techkaran_professional432,Low ($348),https://platform.com/techkaran_professional432,4.62%,Professional,Micro,Mock Data - Ready for Outreach
Plays TV,Twitch,Canada,English,@playstv_tech154,Medium ($2k),https://platform.com/playstv_tech154,4.15%,Tech,Mid,Mock Data - Ready for Outreach
Rohan Official,Instagram,India,Marathi,@rohanofficial_gaming273,Medium ($3k),https://platform.com/rohanofficial_gaming273,3.69%,Gaming,Mid,Mock Data - Ready for Outreach
Tech Jessica,YouTube,Canada,English,@techjessica_gaming652,Low ($891),https://platform.com/techjessica_gaming652,4.56%,Gaming,Micro,Mock Data - Ready for Outreach
NishaGaming,YouTube/Instagram,India,Tamil,@nishagaming_gaming354,Low ($821),https://platform.com/nishagaming_gaming354,5.38%,Gaming,Micro,Mock Data - Ready for Outreach
WorldGaming,Twitter/X,India,English,@worldgaming_gaming141,Low ($198),https://platform.com/worldgaming_gaming141,5.06%,Gaming,Micro,Mock Data - Ready for Outreach
RohanTech,Twitter/X,India,Marathi,@rohantech_tech313,Low ($566),https://platform.com/rohantech_tech313,5.87%,Tech,Micro,Mock Data - Ready for Outreach
NishaGaming,Instagram,India,Tamil,@nishagaming_gaming775,Medium ($3k),https://platform.com/nishagaming_gaming775,3.21%,Gaming,Mid,Mock Data - Ready for Outreach
RohanTech,YouTube,India,Hindi/English,@rohantech_tech734,Low ($733),https://platform.com/rohantech_tech734,4.57%,Tech,Micro,Mock Data - Ready for Outreach
TVGaming,YouTube,Germany,English,@tvgaming_gaming523,Medium ($4k),https://platform.com/tvgaming_gaming523,2.68%,Gaming,Mid,Mock Data - Ready for Outreach
TomTech,Twitch,USA,English,@tomtech_tech726,Low ($366),https://platform.com/tomtech_tech726,5.71%,Tech,Micro,Mock Data - Ready for Outreach
AlexProfessional,YouTube,Australia,English,@alexprofessional_professional173,Low ($774),https://platform.com/alexprofessional_professional173,5.25%,Professional,Micro,Mock Data - Ready for Outreach
OfficialGaming,Twitter/X,India,Tamil,@officialgaming_gaming566,Medium ($3k),https://platform.com/officialgaming_gaming566,3.57%,Gaming,Mid,Mock Data - Ready for Outreach
KaranGaming,Twitter/X,India,Telugu,@karangaming_gaming617,Medium ($1k),https://platform.com/karangaming_gaming617,3.2%,Gaming,Mid,Mock Data - Ready for Outreach
Zone Amit,Twitch,India,Hindi,@zoneamit_gaming49,Low ($399),https://platform.com/zoneamit_gaming49,4.86%,Gaming,Micro,Mock Data - Ready for Outreach
AmitTech,YouTube/Instagram,India,Telugu,@amittech_tech132,Low ($365),https://platform.com/amittech_tech132,5.24%,Tech,Micro,Mock Data - Ready for Outreach
Sarah Plays,Twitter/X,USA,English,@sarahplays_tech544,Low ($292),https://platform.com/sarahplays_tech544,5.18%,Tech,Micro,Mock Data - Ready for Outreach
PlaysGaming,Twitter/X,Germany,English,@playsgaming_gaming394,Low ($117),https://platform.com/playsgaming_gaming394,5.02%,Gaming,Micro,Mock Data - Ready for Outreach
Arjun Rohan,Instagram,India,English,@arjunrohan_tech848,Low ($714),https://platform.com/arjunrohan_tech848,5.02%,Tech,Micro,Mock Data - Ready for Outreach
Zone Amit,Twitch,India,Hindi/English,@zoneamit_tech144,Low ($644),https://platform.com/zoneamit_tech144,5.99%,Tech,Micro,Mock Data - Ready for Outreach
Ryan Tech,YouTube,USA,English,@ryantech_professional361,Low ($289),https://platform.com/ryantech_professional361,4.68%,Professional,Micro,Mock Data - Ready for Outreach
Rahul Zone,Instagram,India,Telugu,@rahulzone_tech7,Low ($465),https://platform.com/rahulzone_tech7,4.61%,Tech,Micro,Mock Data - Ready for Outreach
WorldProfessional,Instagram,India,Telugu,@worldprofessional_professional431,Low ($238),https://platform.com/worldprofessional_professional431,4.77%,Professional,Micro,Mock Data - Ready for Outreach
ChrisProfessional,Twitch,UK,English,@chrisprofessional_professional740,Low ($408),https://platform.com/chrisprofessional_professional740,4.71%,Professional,Micro,Mock Data - Ready for Outreach
GamerGaming,Twitch,India,Hindi,@gamergaming_gaming897,Medium ($3k),https://platform.com/gamergaming_gaming897,3.19%,Gaming,Mid,Mock Data - Ready for Outreach
Vikram Amit,YouTube/Instagram,India,Hindi,@vikramamit_gaming306,Low ($846),https://platform.com/vikramamit_gaming306,5.07%,Gaming,Micro,Mock Data - Ready for Outreach
RyanTech,YouTube/Instagram,Germany,English,@ryantech_tech242,Low ($772),https://platform.com/ryantech_tech242,4.98%,Tech,Micro,Mock Data - Ready for Outreach
RohanTech,Twitter/X,India,Hindi,@rohantech_tech216,Medium ($5k),https://platform.com/rohantech_tech216,4.26%,Tech,Mid,Mock Data - Ready for Outreach
ArjunTech,YouTube/Instagram,India,Hindi/English,@arjuntech_tech784,Medium ($5k),https://platform.com/arjuntech_tech784,3.54%,Tech,Mid,Mock Data - Ready for Outreach
EmmaProfessional,Twitch,Australia,English,@emmaprofessional_professional340,Low ($761),https://platform.com/emmaprofessional_professional340,5.03%,Professional,Micro,Mock Data - Ready for Outreach
Vikram Arjun,Twitter/X,India,Hindi,@vikramarjun_tech938,Low ($810),https://platform.com/vikramarjun_tech938,5.64%,Tech,Micro,Mock Data - Ready for Outreach
TechTech,YouTube,Canada,English,@techtech_tech401,Low ($205),https://platform.com/techtech_tech401,4.53%,Tech,Micro,Mock Data - Ready for Outreach
TechTech,Twitch,Canada,English,@techtech_tech381,Low ($704),https://platform.com/techtech_tech381,5.24%,Tech,Micro,Mock Data - Ready for Outreach
Sneha Karan,Instagram,India,Hindi/English,@snehakaran_gaming834,Low ($800),https://platform.com/snehakaran_gaming834,5.17%,Gaming,Micro,Mock Data - Ready for Outreach
RohanTech,Twitch,India,Tamil,@rohantech_tech288,Low ($745),https://platform.com/rohantech_tech288,5.14%,Tech,Micro,Mock Data - Ready for Outreach
ArjunGaming,Twitch,India,Hindi,@arjungaming_gaming957,Low ($689),https://platform.com/arjungaming_gaming957,4.79%,Gaming,Micro,Mock Data - Ready for Outreach
RahulGaming,YouTube,India,English,@rahulgaming_gaming805,Low ($758),https://platform.com/rahulgaming_gaming805,4.04%,Gaming,Micro,Mock Data - Ready for Outreach
SnehaGaming,Twitch,India,Tamil,@snehagaming_gaming747,Medium ($5k),https://platform.com/snehagaming_gaming747,3.18%,Gaming,Mid,Mock Data - Ready for Outreach
AmitGaming,Twitter/X,India,Telugu,@amitgaming_gaming361,Low ($448),https://platform.com/amitgaming_gaming361,4.4%,Gaming,Micro,Mock Data - Ready for Outreach
AnjaliTech,Instagram,India,English,@anjalitech_tech709,Medium ($1k),https://platform.com/anjalitech_tech709,3.3%,Tech,Mid,Mock Data - Ready for Outreach
Official Rohan,Twitch,India,English,@officialrohan_gaming71,Medium ($3k),https://platform.com/officialrohan_gaming71,2.8%,Gaming,Mid,Mock Data - Ready for Outreach
VikramGaming,YouTube,India,Telugu,@vikramgaming_gaming857,Low ($536),https://platform.com/vikramgaming_gaming857,4.86%,Gaming,Micro,Mock Data - Ready for Outreach
David Hub,Instagram,Australia,English,@davidhub_gaming938,Low ($622),https://platform.com/davidhub_gaming938,4.72%,Gaming,Micro,Mock Data - Ready for Outreach
Nisha Rohan,Twitch,India,English,@nisharohan_professional476,Low ($570),https://platform.com/nisharohan_professional476,4.14%,Professional,Micro,Mock Data - Ready for Outreach
RohanProfessional,Twitter/X,India,Marathi,@rohanprofessional_professional62,Low ($763),https://platform.com/rohanprofessional_professional62,4.8%,Professional,Micro,Mock Data - Ready for Outreach
SarahTech,Instagram,USA,English,@sarahtech_tech157,Medium ($2k),https://platform.com/sarahtech_tech157,3.97%,Tech,Mid,Mock Data - Ready for Outreach
Tech Sneha,Twitter/X,India,English,@techsneha_gaming809,Low ($105),https://platform.com/techsneha_gaming809,4.89%,Gaming,Micro,Mock Data - Ready for Outreach
Amit Gamer,Twitter/X,India,Hindi/English,@amitgamer_gaming595,Low ($110),https://platform.com/amitgamer_gaming595,4.24%,Gaming,Micro,Mock Data - Ready for Outreach
Zone Sneha,YouTube,India,Hindi/English,@zonesneha_tech846,Low ($685),https://platform.com/zonesneha_tech846,4.72%,Tech,Micro,Mock Data - Ready for Outreach
PriyaGaming,YouTube,India,Telugu,@priyagaming_gaming518,Medium ($2k),https://platform.com/priyagaming_gaming518,2.94%,Gaming,Mid,Mock Data - Ready for Outreach
ChrisGaming,Twitch,USA,English,@chrisgaming_gaming880,Low ($721),https://platform.com/chrisgaming_gaming880,4.87%,Gaming,Micro,Mock Data - Ready for Outreach
Arjun Nisha,Twitch,India,Tamil,@arjunnisha_tech876,Low ($883),https://platform.com/arjunnisha_tech876,5.1%,Tech,Micro,Mock Data - Ready for Outreach
Alex Sarah,Instagram,USA,English,@alexsarah_gaming146,Medium ($1k),https://platform.com/alexsarah_gaming146,3.59%,Gaming,Mid,Mock Data - Ready for Outreach
Tech Alex,YouTube/Instagram,Germany,English,@techalex_tech209,Low ($584),https://platform.com/techalex_tech209,5.89%,Tech,Micro,Mock Data - Ready for Outreach
DavidGaming,YouTube/Instagram,UK,English,@davidgaming_gaming860,Low ($227),https://platform.com/davidgaming_gaming860,4.35%,Gaming,Micro,Mock Data - Ready for Outreach
Tech Karan,Twitter/X,India,Marathi,@techkaran_gaming150,Low ($433),https://platform.com/techkaran_gaming150,4.67%,Gaming,Micro,Mock Data - Ready for Outreach
Rahul Anjali,Twitch,India,English,@rahulanjali_professional81,Low ($184),https://platform.com/rahulanjali_professional81,4.6%,Professional,Micro,Mock Data - Ready for Outreach
Vikram Priya,YouTube,India,Tamil,@vikrampriya_tech10,Low ($589),https://platform.com/vikrampriya_tech10,4.96%,Tech,Micro,Mock Data - Ready for Outreach
Anjali Vikram,Twitch,India,Telugu,@anjalivikram_tech124,Low ($382),https://platform.com/anjalivikram_tech124,5.45%,Tech,Micro,Mock Data - Ready for Outreach
ZoneGaming,Instagram,India,Hindi,@zonegaming_gaming454,Low ($208),https://platform.com/zonegaming_gaming454,4.97%,Gaming,Micro,Mock Data - Ready for Outreach
KaranTech,YouTube,India,Telugu,@karantech_tech131,Low ($812),https://platform.com/karantech_tech131,5.82%,Tech,Micro,Mock Data - Ready for Outreach
RohanTech,YouTube/Instagram,India,English,@rohantech_tech590,Low ($509),https://platform.com/rohantech_tech590,5.0%,Tech,Micro,Mock Data - Ready for Outreach
OfficialGaming,Twitch,India,Tamil,@officialgaming_gaming18,Low ($189),https://platform.com/officialgaming_gaming18,5.31%,Gaming,Micro,Mock Data - Ready for Outreach
TVProfessional,Twitter/X,UK,English,@tvprofessional_professional280,Low ($386),https://platform.com/tvprofessional_professional280,4.24%,Professional,Micro,Mock Data - Ready for Outreach
ArjunGaming,Twitch,India,Tamil,@arjungaming_gaming760,Low ($542),https://platform.com/arjungaming_gaming760,4.43%,Gaming,Micro,Mock Data - Ready for Outreach
Official Rohan,Twitter/X,India,Tamil,@officialrohan_tech870,Low ($204),https://platform.com/officialrohan_tech870,4.78%,Tech,Micro,Mock Data - Ready for Outreach
WorldProfessional,YouTube/Instagram,India,Telugu,@worldprofessional_professional622,Low ($537),https://platform.com/worldprofessional_professional622,5.41%,Professional,Micro,Mock Data - Ready for Outreach
PlaysTech,YouTube,UK,English,@playstech_tech458,Low ($673),https://platform.com/playstech_tech458,5.71%,Tech,Micro,Mock Data - Ready for Outreach
RyanGaming,YouTube,Canada,English,@ryangaming_gaming694,Low ($258),https://platform.com/ryangaming_gaming694,5.43%,Gaming,Micro,Mock Data - Ready for Outreach
SarahGaming,Twitter/X,UK,English,@sarahgaming_gaming547,Low ($847),https://platform.com/sarahgaming_gaming547,5.07%,Gaming,Micro,Mock Data - Ready for Outreach
TV Sarah,Twitter/X,Germany,English,@tvsarah_tech395,Medium ($3k),https://platform.com/tvsarah_tech395,4.05%,Tech,Mid,Mock Data - Ready for Outreach
Official Arjun,Instagram,India,Marathi,@officialarjun_gaming234,Low ($190),https://platform.com/officialarjun_gaming234,4.6%,Gaming,Micro,Mock Data - Ready for Outreach
Tech Rohan,Twitter/X,India,Tamil,@techrohan,High ($8k+),https://platform.com/techrohan,2.76%,Gaming,Mega,Mock Data - Ready for Outreach
RohanTech,Instagram,India,Telugu,@rohantech_tech401,Low ($348),https://platform.com/rohantech_tech401,5.3%,Tech,Micro,Mock Data - Ready for Outreach
OfficialTech,Instagram,India,Tamil,@officialtech_tech195,Low ($786),https://platform.com/officialtech_tech195,5.26%,Tech,Micro,Mock Data - Ready for Outreach
Hub Mike,Twitch,Canada,English,@hubmike_tech98,Low ($862),https://platform.com/hubmike_tech98,4.65%,Tech,Micro,Mock Data - Ready for Outreach
PlaysTech,YouTube/Instagram,Germany,English,@playstech_tech202,Medium ($5k),https://platform.com/playstech_tech202,3.9%,Tech,Mid,Mock Data - Ready for Outreach
Tech Amit,Instagram,India,Hindi/English,@techamit_tech662,Low ($684),https://platform.com/techamit_tech662,5.31%,Tech,Micro,Mock Data - Ready for Outreach
Vikram Priya,YouTube/Instagram,India,English,@vikrampriya_gaming935,Low ($655),https://platform.com/vikrampriya_gaming935,4.59%,Gaming,Micro,Mock Data - Ready for Outreach
Tom Chris,Twitch,Germany,English,@tomchris_tech907,Low ($405),https://platform.com/tomchris_tech907,4.8%,Tech,Micro,Mock Data - Ready for Outreach
Tom Tom,Twitter/X,USA,English,@tomtom_professional503,Low ($519),https://platform.com/tomtom_professional503,5.15%,Professional,Micro,Mock Data - Ready for Outreach
ChrisGaming,YouTube/Instagram,UK,English,@chrisgaming_gaming851,Low ($112),https://platform.com/chrisgaming_gaming851,5.1%,Gaming,Micro,Mock Data - Ready for Outreach
AlexTech,Twitch,UK,English,@alextech_tech790,Low ($333),https://platform.com/alextech_tech790,5.54%,Tech,Micro,Mock Data - Ready for Outreach
TV Tech,YouTube,USA,English,@tvtech_gaming507,Medium ($4k),https://platform.com/tvtech_gaming507,3.27%,Gaming,Mid,Mock Data - Ready for Outreach
Sneha Priya,Instagram,India,Hindi,@snehapriya_gaming971,Low ($220),https://platform.com/snehapriya_gaming971,4.69%,Gaming,Micro,Mock Data - Ready for Outreach
AlexGaming,Twitter/X,Germany,English,@alexgaming_gaming713,Low ($438),https://platform.com/alexgaming_gaming713,4.37%,Gaming,Micro,Mock Data - Ready for Outreach
Vikram Rohan,Twitter/X,India,Marathi,@vikramrohan_gaming599,Low ($550),https://platform.com/vikramrohan_gaming599,4.53%,Gaming,Micro,Mock Data - Ready for Outreach
Rohan Official,YouTube/Instagram,India,Hindi/English,@rohanofficial_gaming735,Low ($846),https://platform.com/rohanofficial_gaming735,4.23%,Gaming,Micro,Mock Data - Ready for Outreach
Rohan Official,Instagram,India,English,@rohanofficial_gaming114,Low ($535),https://platform.com/rohanofficial_gaming114,5.15%,Gaming,Micro,Mock Data - Ready for Outreach
Arjun Amit,Twitter/X,India,Telugu,@arjunamit_tech136,Medium ($3k),https://platform.com/arjunamit_tech136,3.93%,Tech,Mid,Mock Data - Ready for Outreach
OfficialGaming,Twitch,India,Telugu,@officialgaming_gaming114,Low ($357),https://platform.com/officialgaming_gaming114,4.25%,Gaming,Micro,Mock Data - Ready for Outreach
